Toggle Attrition/Retention 1,0,Age,Age (copy),Age group,Attrition,Attrition %,Attrition Count,Attrition Date,Attrition Label,Avg. Satisfaction Score,Department,Dynamic Date,Education,Education Field,Education Label,Education Switch Calc,Employee Count,Employee No.,Employee Number,Environment Satisfaction,Gender,Heat Map - Attrition Emp,Heat Map - Current Emp,Job Involvement,Job Role,Job Satisfaction,Monthly Income,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Toggle - Trend Switch,Toggle Attrition/Retention 2,Work Life Balance
TRUE,0,29,29,25-34,No,,,,Current Employees,2.8,R & D,,Doctoral Degree,Other,E D U C A T I O N,Doctoral Degree,1,E_455,455,2,Male,,1,2,Laboratory Technician,4,3983,17,3,3,Month,Retention,3
TRUE,0,30,30,25-34,No,,,,Current Employees,3,Sales,,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_456,456,4,Female,,1,2,Sales Executive,3,6118,13,3,3,Month,Retention,3
TRUE,0,27,27,25-34,No,,,,Current Employees,2.2,Sales,,Master's Degree,Marketing,E D U C A T I O N,Master's Degree,1,E_458,458,2,Female,,1,3,Sales Executive,2,6214,18,3,1,Month,Retention,3
TRUE,0,37,37,35-44,No,,,,Current Employees,3.2,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_460,460,4,Male,,1,3,Manufacturing Director,4,6347,16,3,3,Month,Retention,2
TRUE,0,38,38,35-44,No,,,,Current Employees,2.8,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_461,461,3,Male,,1,2,Research Director,4,11510,14,3,2,Month,Retention,3
TRUE,0,31,31,25-34,No,,,,Current Employees,3,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_462,462,3,Female,,1,3,Manufacturing Director,4,7143,14,3,3,Month,Retention,2
TRUE,0,29,29,25-34,No,,,,Current Employees,2.4,Sales,,High School,Marketing,E D U C A T I O N,High School,1,E_463,463,4,Female,,1,2,Sales Executive,2,8268,14,3,1,Month,Retention,3
TRUE,0,35,35,35-44,No,,,,Current Employees,3,R & D,,Master's Degree,Technical Degree,E D U C A T I O N,Master's Degree,1,E_464,464,3,Male,,1,3,Manufacturing Director,2,8095,13,3,4,Month,Retention,3
TRUE,0,23,23,< 25,No,,,,Current Employees,3,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_465,465,3,Male,,1,3,Research Scientist,4,2904,12,3,3,Month,Retention,2
TRUE,0,41,41,35-44,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_466,466,4,Male,,1,2,Manufacturing Director,2,6032,15,3,4,Month,Retention,3
TRUE,0,47,47,45-55,No,,,,Current Employees,2.4,Sales,,High School,Medical,E D U C A T I O N,High School,1,E_467,467,2,Male,,1,3,Sales Representative,3,2976,19,3,1,Month,Retention,3
TRUE,0,42,42,35-44,No,,,,Current Employees,2.6,R & D,,Doctoral Degree,Life Sciences,E D U C A T I O N,Doctoral Degree,1,E_468,468,1,Female,,1,3,Research Director,4,15992,14,3,2,Month,Retention,3
TRUE,0,29,29,25-34,No,,,,Current Employees,2.6,Sales,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_469,469,4,Male,,1,3,Sales Executive,3,4649,14,3,1,Month,Retention,2
TRUE,0,42,42,35-44,No,,,,Current Employees,3,HR,,High School,Technical Degree,E D U C A T I O N,High School,1,E_470,470,3,Male,,1,3,Human Resources,3,2696,11,3,3,Month,Retention,3
TRUE,0,32,32,25-34,No,,,,Current Employees,2.8,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_471,471,3,Female,,1,3,Laboratory Technician,2,2370,13,3,3,Month,Retention,3
TRUE,0,48,48,45-55,No,,,,Current Employees,2,Sales,,High School,Medical,E D U C A T I O N,High School,1,E_473,473,1,Female,,1,3,Manager,3,12504,21,4,2,Month,Retention,1
TRUE,0,37,37,35-44,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_474,474,3,Male,,1,4,Research Scientist,1,5974,13,3,1,Month,Retention,3
TRUE,0,30,30,25-34,No,,,,Current Employees,3.2,Sales,,Associates Degree,Technical Degree,E D U C A T I O N,Associates Degree,1,E_475,475,4,Female,,1,3,Sales Executive,3,4736,12,3,2,Month,Retention,4
TRUE,0,26,26,25-34,No,,,,Current Employees,2.8,Sales,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_476,476,3,Male,,1,3,Sales Executive,3,5296,17,3,2,Month,Retention,3
TRUE,0,42,42,35-44,No,,,,Current Employees,2.4,R & D,,Master's Degree,Other,E D U C A T I O N,Master's Degree,1,E_477,477,1,Male,,1,2,Healthcare Representative,4,6781,23,4,2,Month,Retention,3
TRUE,0,21,21,< 25,Yes,0.000680272,1,4/23/2022,Attrited Employees,2.2,Sales,4/1/2022,High School,Technical Degree,E D U C A T I O N,High School,1,E_478,478,1,Female,1,0,2,Sales Representative,2,2174,11,3,3,Month,Attrition,3
TRUE,0,36,36,35-44,No,,,,Current Employees,3.2,Sales,,Doctoral Degree,Medical,E D U C A T I O N,Doctoral Degree,1,E_479,479,4,Female,,1,3,Sales Executive,4,6653,15,3,2,Month,Retention,3
TRUE,0,36,36,35-44,No,,,,Current Employees,2.2,Sales,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_481,481,1,Male,,1,2,Sales Executive,4,9699,11,3,1,Month,Retention,3
TRUE,0,57,57,> 55,No,,,,Current Employees,3.2,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_482,482,4,Male,,1,3,Healthcare Representative,3,6755,11,3,3,Month,Retention,3
TRUE,0,40,40,35-44,No,,,,Current Employees,3.4,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_483,483,4,Female,,1,4,Laboratory Technician,3,2213,13,3,3,Month,Retention,3
TRUE,0,21,21,< 25,No,,,,Current Employees,2.6,Sales,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_484,484,1,Male,,1,3,Sales Representative,4,2610,24,4,3,Month,Retention,2
TRUE,0,33,33,25-34,Yes,0.000680272,1,3/29/2022,Attrited Employees,3,Sales,3/1/2022,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_485,485,4,Female,1,0,3,Sales Representative,3,2851,13,3,2,Month,Attrition,3
TRUE,0,37,37,35-44,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_486,486,3,Female,,1,3,Laboratory Technician,1,3452,20,4,2,Month,Retention,3
TRUE,0,46,46,45-55,No,,,,Current Employees,3.2,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_487,487,3,Female,,1,3,Manufacturing Director,3,5258,14,3,3,Month,Retention,4
TRUE,0,41,41,35-44,Yes,0.000680272,1,4/3/2022,Attrited Employees,2.4,Sales,4/1/2022,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_488,488,1,Male,1,0,3,Sales Executive,2,9355,18,3,3,Month,Attrition,3
TRUE,0,50,50,45-55,No,,,,Current Employees,3.4,R & D,,Bachelor's Degree,Technical Degree,E D U C A T I O N,Bachelor's Degree,1,E_491,491,4,Male,,1,2,Healthcare Representative,4,10496,15,3,4,Month,Retention,3
TRUE,0,40,40,35-44,Yes,0.000680272,1,10/27/2021,Attrited Employees,2.4,Sales,10/1/2021,Associates Degree,Marketing,E D U C A T I O N,Associates Degree,1,E_492,492,3,Male,1,0,2,Sales Executive,3,6380,12,3,1,Month,Attrition,3
TRUE,0,31,31,25-34,No,,,,Current Employees,2.8,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_493,493,3,Male,,1,2,Research Scientist,2,2657,16,3,4,Month,Retention,3
TRUE,0,21,21,< 25,Yes,0.000680272,1,12/8/2021,Attrited Employees,3.2,Sales,12/1/2021,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_494,494,3,Female,1,0,4,Sales Representative,2,2716,15,3,4,Month,Attrition,3
TRUE,0,29,29,25-34,No,,,,Current Employees,3.6,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_495,495,4,Male,,1,3,Research Scientist,4,2201,16,3,4,Month,Retention,3
TRUE,0,35,35,35-44,No,,,,Current Employees,2.6,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_496,496,3,Male,,1,2,Healthcare Representative,2,6540,19,3,3,Month,Retention,3
TRUE,0,27,27,25-34,No,,,,Current Employees,2.8,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_497,497,4,Male,,1,3,Laboratory Technician,2,3816,11,3,2,Month,Retention,3
TRUE,0,28,28,25-34,No,,,,Current Employees,3.2,Sales,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_498,498,2,Male,,1,3,Sales Executive,4,5253,16,3,4,Month,Retention,3
TRUE,0,49,49,45-55,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Other,E D U C A T I O N,Bachelor's Degree,1,E_499,499,2,Male,,1,2,Healthcare Representative,3,10965,24,4,3,Month,Retention,3
TRUE,0,51,51,45-55,No,,,,Current Employees,3,Sales,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_500,500,3,Female,,1,3,Sales Executive,4,4936,11,3,3,Month,Retention,2
TRUE,0,36,36,35-44,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_501,501,4,Female,,1,3,Research Scientist,3,2543,13,3,2,Month,Retention,3
TRUE,0,34,34,25-34,Yes,0.000680272,1,11/26/2021,Attrited Employees,2.6,Sales,11/1/2021,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_502,502,1,Male,1,0,4,Sales Executive,4,5304,13,3,2,Month,Attrition,2
TRUE,0,55,55,45-55,No,,,,Current Employees,3.2,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_505,505,3,Female,,1,3,Manager,4,16659,13,3,3,Month,Retention,3
TRUE,0,24,24,< 25,No,,,,Current Employees,3.6,Sales,,Master's Degree,Marketing,E D U C A T I O N,Master's Degree,1,E_507,507,4,Female,,1,3,Sales Executive,3,4260,12,3,4,Month,Retention,4
TRUE,0,30,30,25-34,No,,,,Current Employees,2.4,Sales,,High School,Technical Degree,E D U C A T I O N,High School,1,E_508,508,3,Male,,1,3,Sales Representative,2,2476,18,3,1,Month,Retention,3
TRUE,0,26,26,25-34,Yes,0.000680272,1,3/22/2022,Attrited Employees,2.6,R & D,3/1/2022,High School,Technical Degree,E D U C A T I O N,High School,1,E_510,510,3,Male,1,0,3,Research Scientist,1,3102,22,4,3,Month,Attrition,3
TRUE,0,22,22,< 25,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_511,511,1,Female,,1,3,Research Scientist,2,2244,13,3,4,Month,Retention,3
TRUE,0,36,36,35-44,No,,,,Current Employees,2.4,Sales,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_513,513,2,Male,,1,2,Sales Executive,3,7596,13,3,2,Month,Retention,3
TRUE,0,30,30,25-34,Yes,0.000680272,1,3/6/2022,Attrited Employees,3.2,R & D,3/1/2022,Bachelor's Degree,Technical Degree,E D U C A T I O N,Bachelor's Degree,1,E_514,514,3,Male,1,0,3,Research Scientist,4,2285,23,4,3,Month,Attrition,3
TRUE,0,37,37,35-44,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_515,515,4,Female,,1,3,Laboratory Technician,1,3034,12,3,3,Month,Retention,2
TRUE,0,40,40,35-44,No,,,,Current Employees,3,Sales,,Associates Degree,Marketing,E D U C A T I O N,Associates Degree,1,E_516,516,4,Female,,1,3,Sales Executive,2,5715,12,3,3,Month,Retention,3
TRUE,0,42,42,35-44,No,,,,Current Employees,2.2,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_517,517,2,Female,,1,3,Laboratory Technician,1,2576,16,3,2,Month,Retention,3
TRUE,0,37,37,35-44,No,,,,Current Employees,2.8,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_518,518,3,Male,,1,3,Manufacturing Director,2,4197,12,3,4,Month,Retention,2
TRUE,0,43,43,35-44,No,,,,Current Employees,2.2,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_520,520,1,Male,,1,2,Research Director,2,14336,11,3,3,Month,Retention,3
TRUE,0,40,40,35-44,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_521,521,2,Female,,1,2,Laboratory Technician,3,3448,22,4,2,Month,Retention,3
TRUE,0,54,54,45-55,No,,,,Current Employees,2,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_522,522,1,Male,,1,3,Research Director,1,19406,11,3,3,Month,Retention,2
TRUE,0,34,34,25-34,No,,,,Current Employees,2.6,Sales,,Master's Degree,Marketing,E D U C A T I O N,Master's Degree,1,E_523,523,3,Female,,1,3,Sales Executive,3,6538,15,3,1,Month,Retention,3
TRUE,0,31,31,25-34,No,,,,Current Employees,1.8,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_524,524,2,Female,,1,3,Manufacturing Director,1,4306,12,3,2,Month,Retention,1
TRUE,0,43,43,35-44,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_525,525,4,Male,,1,3,Laboratory Technician,4,2258,20,4,1,Month,Retention,3
TRUE,0,43,43,35-44,No,,,,Current Employees,3.2,R & D,,Master's Degree,Other,E D U C A T I O N,Master's Degree,1,E_526,526,3,Female,,1,3,Healthcare Representative,3,4522,14,3,4,Month,Retention,3
TRUE,0,25,25,25-34,No,,,,Current Employees,2.6,Sales,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_527,527,2,Female,,1,2,Sales Executive,4,4487,11,3,2,Month,Retention,3
TRUE,0,37,37,35-44,No,,,,Current Employees,2.4,R & D,,Doctoral Degree,Medical,E D U C A T I O N,Doctoral Degree,1,E_529,529,2,Female,,1,3,Research Scientist,3,4449,15,3,1,Month,Retention,3
TRUE,0,31,31,25-34,No,,,,Current Employees,2.6,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_530,530,4,Male,,1,2,Laboratory Technician,1,2218,12,3,3,Month,Retention,3
TRUE,0,39,39,35-44,No,,,,Current Employees,2.8,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_531,531,2,Male,,1,3,Manager,3,19197,14,3,3,Month,Retention,3
TRUE,0,56,56,> 55,No,,,,Current Employees,2.8,Sales,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_532,532,3,Female,,1,4,Sales Executive,1,13212,11,3,4,Month,Retention,2
TRUE,0,30,30,25-34,No,,,,Current Employees,2.6,Sales,,Bachelor's Degree,Technical Degree,E D U C A T I O N,Bachelor's Degree,1,E_533,533,2,Female,,1,3,Sales Executive,3,6577,11,3,2,Month,Retention,3
TRUE,0,41,41,35-44,No,,,,Current Employees,2.6,Sales,,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_534,534,2,Male,,1,4,Sales Executive,1,8392,16,3,3,Month,Retention,3
TRUE,0,28,28,25-34,No,,,,Current Employees,2.8,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_536,536,3,Male,,1,3,Laboratory Technician,1,4558,12,3,4,Month,Retention,3
TRUE,0,25,25,25-34,Yes,0.000680272,1,4/22/2022,Attrited Employees,2.2,R & D,4/1/2022,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_538,538,1,Male,1,0,3,Laboratory Technician,1,4031,13,3,3,Month,Attrition,3
TRUE,0,52,52,45-55,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_543,543,4,Male,,1,2,Manufacturing Director,3,7969,14,3,3,Month,Retention,3
TRUE,0,45,45,45-55,No,,,,Current Employees,2.8,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_544,544,1,Male,,1,3,Research Scientist,4,2654,21,4,4,Month,Retention,2
TRUE,0,52,52,45-55,No,,,,Current Employees,3.2,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_546,546,4,Female,,1,3,Manager,4,16555,13,3,4,Month,Retention,1
TRUE,0,42,42,35-44,No,,,,Current Employees,2.4,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_547,547,1,Female,,1,3,Research Scientist,3,4556,11,3,2,Month,Retention,3
TRUE,0,30,30,25-34,No,,,,Current Employees,2.8,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_548,548,3,Female,,1,1,Manufacturing Director,4,6091,20,4,3,Month,Retention,3
TRUE,0,60,60,> 55,No,,,,Current Employees,2,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_549,549,1,Female,,1,3,Manager,1,19566,11,3,4,Month,Retention,1
TRUE,0,46,46,45-55,No,,,,Current Employees,2.8,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_550,550,3,Female,,1,3,Manufacturing Director,3,4810,14,3,3,Month,Retention,2
TRUE,0,42,42,35-44,No,,,,Current Employees,3.6,R & D,,Master's Degree,Technical Degree,E D U C A T I O N,Master's Degree,1,E_551,551,4,Female,,1,2,Healthcare Representative,4,4523,11,3,4,Month,Retention,4
TRUE,0,24,24,< 25,Yes,0.000680272,1,4/27/2022,Attrited Employees,2.2,Sales,4/1/2022,High School,Technical Degree,E D U C A T I O N,High School,1,E_554,554,1,Female,1,0,3,Sales Representative,2,3202,16,3,2,Month,Attrition,3
TRUE,0,34,34,25-34,Yes,0.000680272,1,3/16/2022,Attrited Employees,2.8,Sales,3/1/2022,Associates Degree,Marketing,E D U C A T I O N,Associates Degree,1,E_555,555,4,Female,1,0,1,Sales Representative,3,2351,16,3,4,Month,Attrition,2
TRUE,0,38,38,35-44,No,,,,Current Employees,3.4,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_556,556,4,Male,,1,3,Laboratory Technician,4,1702,23,4,3,Month,Retention,3
TRUE,0,40,40,35-44,No,,,,Current Employees,3.2,Sales,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_558,558,3,Female,,1,3,Manager,3,18041,14,3,4,Month,Retention,3
TRUE,0,26,26,25-34,No,,,,Current Employees,2.2,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_560,560,1,Female,,1,3,Research Scientist,4,2886,22,4,2,Month,Retention,1
TRUE,0,30,30,25-34,No,,,,Current Employees,2.8,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_562,562,3,Male,,1,3,Laboratory Technician,4,2097,15,3,3,Month,Retention,1
TRUE,0,29,29,25-34,No,,,,Current Employees,2.6,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_564,564,2,Male,,1,2,Research Director,3,11935,18,3,3,Month,Retention,3
TRUE,0,29,29,25-34,Yes,0.000680272,1,11/1/2021,Attrited Employees,2.6,R & D,11/1/2021,Doctoral Degree,Technical Degree,E D U C A T I O N,Doctoral Degree,1,E_565,565,3,Female,1,0,2,Research Scientist,2,2546,16,3,2,Month,Attrition,4
TRUE,0,19,19,< 25,Yes,0.000680272,1,4/11/2022,Attrited Employees,2.8,HR,4/1/2022,Associates Degree,Technical Degree,E D U C A T I O N,Associates Degree,1,E_566,566,1,Male,1,0,2,Human Resources,4,2564,12,3,3,Month,Attrition,4
TRUE,0,30,30,25-34,No,,,,Current Employees,2.6,Sales,,Master's Degree,Other,E D U C A T I O N,Master's Degree,1,E_567,567,3,Female,,1,3,Sales Executive,1,8412,11,3,3,Month,Retention,3
TRUE,0,57,57,> 55,No,,,,Current Employees,2.4,Sales,,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_568,568,1,Male,,1,2,Manager,4,14118,12,3,3,Month,Retention,2
TRUE,0,50,50,45-55,No,,,,Current Employees,2.4,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_569,569,2,Male,,1,2,Manager,3,17046,15,3,2,Month,Retention,3
TRUE,0,30,30,25-34,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_571,571,3,Female,,1,3,Laboratory Technician,4,2564,14,3,3,Month,Retention,2
TRUE,0,60,60,> 55,No,,,,Current Employees,2.8,Sales,,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_573,573,3,Female,,1,2,Sales Executive,1,10266,19,3,4,Month,Retention,4
TRUE,0,47,47,45-55,No,,,,Current Employees,2.8,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_574,574,1,Female,,1,3,Manufacturing Director,4,5070,13,3,3,Month,Retention,3
TRUE,0,46,46,45-55,No,,,,Current Employees,2.2,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_575,575,1,Male,,1,3,Research Director,3,17861,13,3,3,Month,Retention,1
TRUE,0,35,35,35-44,No,,,,Current Employees,2.8,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_577,577,4,Male,,1,1,Laboratory Technician,3,4230,15,3,3,Month,Retention,3
TRUE,0,54,54,45-55,No,,,,Current Employees,3,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_578,578,3,Female,,1,3,Laboratory Technician,3,3780,11,3,3,Month,Retention,3
TRUE,0,34,34,25-34,No,,,,Current Employees,3,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_579,579,4,Male,,1,2,Research Scientist,3,2768,12,3,3,Month,Retention,3
TRUE,0,46,46,45-55,No,,,,Current Employees,3,Sales,,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_580,580,3,Female,,1,2,Sales Executive,4,9071,19,3,3,Month,Retention,3
TRUE,0,31,31,25-34,No,,,,Current Employees,3.2,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_581,581,3,Male,,1,3,Manufacturing Director,2,10648,25,4,4,Month,Retention,4
TRUE,0,33,33,25-34,Yes,0.000680272,1,1/28/2022,Attrited Employees,3.2,R & D,1/1/2022,High School,Medical,E D U C A T I O N,High School,1,E_582,582,2,Male,1,0,3,Manager,3,13610,12,3,4,Month,Attrition,4
TRUE,0,33,33,25-34,Yes,0.000680272,1,3/4/2022,Attrited Employees,2,R & D,3/1/2022,High School,Medical,E D U C A T I O N,High School,1,E_584,584,1,Male,1,0,1,Laboratory Technician,4,3408,13,3,1,Month,Attrition,3
TRUE,0,30,30,25-34,No,,,,Current Employees,2.6,Sales,,High School,Marketing,E D U C A T I O N,High School,1,E_585,585,4,Male,,1,3,Sales Representative,2,2983,14,3,1,Month,Retention,3
TRUE,0,35,35,35-44,No,,,,Current Employees,3.2,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_586,586,4,Male,,1,3,Healthcare Representative,3,7632,12,3,3,Month,Retention,3
TRUE,0,31,31,25-34,Yes,0.000680272,1,8/22/2021,Attrited Employees,2.2,R & D,8/1/2021,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_587,587,1,Male,1,0,3,Healthcare Representative,3,9824,12,3,1,Month,Attrition,3
TRUE,0,34,34,25-34,Yes,0.000680272,1,5/29/2021,Attrited Employees,2.4,HR,5/1/2021,Bachelor's Degree,Human Resources,E D U C A T I O N,Bachelor's Degree,1,E_590,590,2,Female,1,0,3,Human Resources,1,9950,15,3,3,Month,Attrition,3
TRUE,0,42,42,35-44,No,,,,Current Employees,3,R & D,,Associates Degree,Other,E D U C A T I O N,Associates Degree,1,E_591,591,2,Male,,1,3,Laboratory Technician,3,2093,17,3,4,Month,Retention,3
TRUE,0,36,36,35-44,No,,,,Current Employees,3,Sales,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_592,592,2,Male,,1,3,Sales Executive,4,9980,14,3,4,Month,Retention,2
TRUE,0,22,22,< 25,Yes,0.000680272,1,3/6/2022,Attrited Employees,2.8,R & D,3/1/2022,High School,Technical Degree,E D U C A T I O N,High School,1,E_593,593,3,Male,1,0,2,Laboratory Technician,3,3894,16,3,3,Month,Attrition,3
TRUE,0,48,48,45-55,No,,,,Current Employees,2.6,Sales,,Doctoral Degree,Marketing,E D U C A T I O N,Doctoral Degree,1,E_595,595,2,Female,,1,3,Sales Executive,4,4051,14,3,1,Month,Retention,3
TRUE,0,55,55,45-55,No,,,,Current Employees,2.6,Sales,,Doctoral Degree,Life Sciences,E D U C A T I O N,Doctoral Degree,1,E_597,597,1,Female,,1,3,Manager,2,16835,23,4,4,Month,Retention,3
TRUE,0,41,41,35-44,No,,,,Current Employees,3.6,Sales,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_599,599,4,Male,,1,3,Sales Executive,4,6230,14,3,4,Month,Retention,3
TRUE,0,35,35,35-44,No,,,,Current Employees,2.8,Sales,,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_600,600,2,Male,,1,3,Sales Executive,3,4717,11,3,3,Month,Retention,3
TRUE,0,40,40,35-44,No,,,,Current Employees,2.8,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_601,601,2,Female,,1,3,Manufacturing Director,3,13237,15,3,3,Month,Retention,3
TRUE,0,39,39,35-44,No,,,,Current Employees,2.6,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_602,602,3,Female,,1,3,Laboratory Technician,3,3755,11,3,1,Month,Retention,3
TRUE,0,31,31,25-34,No,,,,Current Employees,3.2,Sales,,High School,Life Sciences,E D U C A T I O N,High School,1,E_604,604,2,Male,,1,3,Sales Executive,4,6582,13,3,3,Month,Retention,4
TRUE,0,42,42,35-44,No,,,,Current Employees,2.8,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_605,605,4,Male,,1,3,Manufacturing Director,1,7406,21,4,4,Month,Retention,2
TRUE,0,45,45,45-55,No,,,,Current Employees,3,Sales,,Bachelor's Degree,Other,E D U C A T I O N,Bachelor's Degree,1,E_606,606,4,Male,,1,3,Sales Executive,2,4805,19,3,2,Month,Retention,4
TRUE,0,26,26,25-34,Yes,0.000680272,1,9/30/2021,Attrited Employees,2.4,HR,9/1/2021,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_608,608,2,Female,1,0,3,Human Resources,3,2741,11,3,2,Month,Attrition,2
TRUE,0,29,29,25-34,No,,,,Current Employees,3.4,R & D,,Bachelor's Degree,Technical Degree,E D U C A T I O N,Bachelor's Degree,1,E_611,611,4,Male,,1,3,Manufacturing Director,4,4262,12,3,2,Month,Retention,4
TRUE,0,33,33,25-34,No,,,,Current Employees,2.8,R & D,,Doctoral Degree,Medical,E D U C A T I O N,Doctoral Degree,1,E_612,612,1,Female,,1,4,Research Director,3,16184,19,3,3,Month,Retention,3
